photo.code,str.code,lado,site,origin,nursery,frag.date,date,month,year,gira,area.cm2,num.frag,mort.,mort.parc,perd,blanq,notas,digitador
DSCN8842,91,1,Playa Pelonas,,arana,,,9,2022,sep-22,139.942,4,0,0,2,0,,Tania
DSCN8843,91,2,Playa Pelonas,,arana,,,9,2022,sep-22,60.296,3,0,0,1,0,,Tania
DSCN8844,91,3,Playa Pelonas,,arana,,,9,2022,sep-22,106.254,3,0,0,1,0,,Tania
DSCN8845,91,4,Playa Pelonas,,arana,,,9,2022,sep-22,167.382,4,0,0,0,0,,Tania
DSCN8846,91,5,Playa Pelonas,,arana,,,9,2022,sep-22,60.733,1,0,0,1,0,,Tania
DSCN8847,91,6,Playa Pelonas,,arana,,,9,2022,sep-22,103.451,5,0,0,0,0,Repetida con 8847,Tania
DSCN8849,91,7,Playa Pelonas,,arana,,,9,2022,sep-22,911.905,12,0,0,0,0,,Tania
DSCN8808,92,1,Playa Pelonas,,arana,,,9,2022,sep-22,439.653,8,0,0,0,0,,Tania
DSCN8809,92,2,Playa Pelonas,,arana,,,9,2022,sep-22,308.643,5,0,0,0,0,,Tania
DSCN8810,92,3,Playa Pelonas,,arana,,,9,2022,sep-22,260.479,6,0,0,0,0,,Tania
DSCN8811,92,4,Playa Pelonas,,arana,,,9,2022,sep-22,222.460,5,0,0,0,0,,Tania
DSCN8812,92,5,Playa Pelonas,,arana,,,9,2022,sep-22,346.834,6,1,0,0,0,,Tania
DSCN8813,92,6,Playa Pelonas,,arana,,,9,2022,sep-22,170.137,3,0,0,0,0,,Tania
DSCN8814,92,7,Playa Pelonas,,arana,,,9,2022,sep-22,886.260,15,0,0,0,0,,Tania
DSCN8333,93,1,Playa Pelonas,,arana,,,9,2022,sep-22,99.315,6,0,0,1,0,,Tania
DSCN8334,93,2,Playa Pelonas,,arana,,,9,2022,sep-22,162.563,3,0,0,0,0,,Tania
DSCN8335,93,3,Playa Pelonas,,arana,,,9,2022,sep-22,201.185,4,0,0,0,0,,Tania
DSCN8336,93,4,Playa Pelonas,,arana,,,9,2022,sep-22,81.647,3,0,0,0,0,,Tania
DSCN8338,93,5,Playa Pelonas,,arana,,,9,2022,sep-22,131.128,7,0,1,2,0,Repetida con la 37,Tania
DSCN8339,93,6,Playa Pelonas,,arana,,,9,2022,sep-22,192.469,8,0,0,1,0,,Tania
DSCN8340,93,7,Playa Pelonas,,arana,,,9,2022,sep-22,674.262,16,2,0,0,0,,Tania
DSCN8800,94,1,Playa Pelonas,,arana,,,9,2022,sep-22,640.994,4,0,0,0,0,,Tania
DSCN8801,94,2,Playa Pelonas,,arana,,,9,2022,sep-22,79.084,3,0,1,0,0,,Tania
DSCN8802,94,3,Playa Pelonas,,arana,,,9,2022,sep-22,102.205,4,0,0,0,0,,Tania
DSCN8803,94,4,Playa Pelonas,,arana,,,9,2022,sep-22,103.207,4,0,0,0,0,,Tania
DSCN8804,94,5,Playa Pelonas,,arana,,,9,2022,sep-22,87.966,3,0,0,0,0,,Tania
DSCN8805,94,6,Playa Pelonas,,arana,,,9,2022,sep-22,64.373,4,0,0,0,0,,Tania
DSCN8806,94,7,Playa Pelonas,,arana,,,9,2022,sep-22,160.860,5,0,0,0,0,,Tania
DSCN9466,91,1,Playa Pelonas,,arana,,,10,2022,oct-22,131.457,3,0,0,1,0,,Tania
DSCN9467,91,2,Playa Pelonas,,arana,,,10,2022,oct-22,73.828,3,0,0,0,0,,Tania
DSCN9468,91,3,Playa Pelonas,,arana,,,10,2022,oct-22,105.909,3,0,0,0,0,,Tania
DSCN9469,91,4,Playa Pelonas,,arana,,,10,2022,oct-22,136.912,3,0,0,0,0,,Tania
DSCN9470,91,5,Playa Pelonas,,arana,,,10,2022,oct-22,42.128,1,0,0,0,0,,Tania
DSCN9471,91,6,Playa Pelonas,,arana,,,10,2022,oct-22,84.036,5,0,0,0,0,,Tania
DSCN9472,91,7,Playa Pelonas,,arana,,,10,2022,oct-22,701.098,9,0,0,0,2,,Tania
DSCN9433,92,1,Playa Pelonas,,arana,,,10,2022,oct-22,473.112,7,0,0,0,0,,Tania
DSCN9434,92,2,Playa Pelonas,,arana,,,10,2022,oct-22,206.626,5,0,0,0,0,,Tania
DSCN9435,92,3,Playa Pelonas,,arana,,,10,2022,oct-22,270.608,6,0,0,0,0,,Tania
DSCN9436,92,4,Playa Pelonas,,arana,,,10,2022,oct-22,268.129,6,0,0,0,0,,Tania
DSCN9437,92,5,Playa Pelonas,,arana,,,10,2022,oct-22,384.930,6,0,0,0,0,,Tania
DSCN9438,92,6,Playa Pelonas,,arana,,,10,2022,oct-22,163.847,4,0,0,0,0,,Tania
DSCN9439,92,7,Playa Pelonas,,arana,,,10,2022,oct-22,1030.100,13,0,0,0,0,,Tania
DSCN9458,93,1,Playa Pelonas,,arana,,,10,2022,oct-22,168.578,6,0,0,1,0,,Tania
DSCN9459,93,2,Playa Pelonas,,arana,,,10,2022,oct-22,179.396,4,0,0,0,0,,Tania
DSCN9460,93,3,Playa Pelonas,,arana,,,10,2022,oct-22,229.511,5,0,0,0,0,,Tania
DSCN9461,93,4,Playa Pelonas,,arana,,,10,2022,oct-22,51.568,3,0,0,1,0,,Tania
DSCN9462,93,5,Playa Pelonas,,arana,,,10,2022,oct-22,129.841,7,1,0,2,0,,Tania
DSCN9463,93,6,Playa Pelonas,,arana,,,10,2022,oct-22,174.783,8,0,0,0,0,,Tania
DSCN9464,93,7,Playa Pelonas,,arana,,,10,2022,oct-22,904.979,22,0,0,1,0,,Tania
DSCN9424,94,1,Playa Pelonas,,arana,,,10,2022,oct-22,77.450,3,0,0,0,0,,Tania
DSCN9425,94,2,Playa Pelonas,,arana,,,10,2022,oct-22,111.177,4,0,0,1,0,,Tania
DSCN9426,94,3,Playa Pelonas,,arana,,,10,2022,oct-22,106.924,3,0,0,1,0,,Tania
DSCN9427,94,4,Playa Pelonas,,arana,,,10,2022,oct-22,78.469,3,0,0,0,0,,Tania
DSCN9428,94,5,Playa Pelonas,,arana,,,10,2022,oct-22,76.064,3,0,0,0,0,,Tania
DSCN9429,94,6,Playa Pelonas,,arana,,,10,2022,oct-22,61.347,4,0,0,0,0,,Tania
DSCN9430,94,7,Playa Pelonas,,arana,,,10,2022,oct-22,305.268,9,0,0,0,0,,Tania
DSCN0293,91,1,Playa Pelonas,,arana,,,12,2022,dic-22,107.521,3,0,0,2,0,,Tania
DSCN0294,91,2,Playa Pelonas,,arana,,,12,2022,dic-22,137.708,6,0,0,0,0,,Tania
DSCN0295,91,3,Playa Pelonas,,arana,,,12,2022,dic-22,142.894,4,0,0,0,0,,Tania
DSCN0296,91,4,Playa Pelonas,,arana,,,12,2022,dic-22,130.768,4,0,0,0,0,,Tania
DSCN0297,91,5,Playa Pelonas,,arana,,,12,2022,dic-22,112.122,5,0,0,0,0,,Tania
DSCN0298,91,6,Playa Pelonas,,arana,,,12,2022,dic-22,122.267,6,0,0,0,0,,Tania
DSCN0299,91,7,Playa Pelonas,,arana,,,12,2022,dic-22,1258.021,15,0,0,0,1,,Tania
DSCN0268,92,1,Playa Pelonas,,arana,,,12,2022,dic-22,559.606,7,0,0,0,0,,Tania
DSCN0269,92,2,Playa Pelonas,,arana,,,12,2022,dic-22,366.986,5,0,0,0,0,,Tania
DSCN0270,92,3,Playa Pelonas,,arana,,,12,2022,dic-22,380.927,8,0,0,0,0,,Tania
DSCN0271,92,4,Playa Pelonas,,arana,,,12,2022,dic-22,236.703,6,0,0,0,0,,Tania
DSCN0272,92,5,Playa Pelonas,,arana,,,12,2022,dic-22,442.579,10,0,0,0,0,,Tania
DSCN0273,92,6,Playa Pelonas,,arana,,,12,2022,dic-22,233.459,4,0,0,0,0,,Tania
DSCN0274,92,7,Playa Pelonas,,arana,,,12,2022,dic-22,1474.210,20,0,0,0,0,,Tania
DSCN0285,93,1,Playa Pelonas,,arana,,,12,2022,dic-22,169.629,7,0,0,0,0,,Tania
DSCN0286,93,2,Playa Pelonas,,arana,,,12,2022,dic-22,176.856,3,0,0,0,0,,Tania
DSCN0287,93,3,Playa Pelonas,,arana,,,12,2022,dic-22,282.439,4,0,0,0,0,,Tania
DSCN0288,93,4,Playa Pelonas,,arana,,,12,2022,dic-22,123.028,5,0,0,0,0,,Tania
DSCN0289,93,5,Playa Pelonas,,arana,,,12,2022,dic-22,173.288,7,0,0,1,0,,Tania
DSCN0290,93,6,Playa Pelonas,,arana,,,12,2022,dic-22,173.015,6,0,0,0,0,,Tania
DSCN0291,93,7,Playa Pelonas,,arana,,,12,2022,dic-22,808.849,19,0,0,0,1,,Tania
DSCN0260,94,1,Playa Pelonas,,arana,,,12,2022,dic-22,82.520,3,0,0,0,0,,Tania
DSCN0261,94,2,Playa Pelonas,,arana,,,12,2022,dic-22,51.168,2,0,0,2,0,,Tania
DSCN0262,94,3,Playa Pelonas,,arana,,,12,2022,dic-22,107.672,3,0,0,1,0,,Tania
DSCN0263,94,4,Playa Pelonas,,arana,,,12,2022,dic-22,89.701,3,0,0,2,0,,Tania
DSCN0264,94,5,Playa Pelonas,,arana,,,12,2022,dic-22,108.066,4,0,0,1,0,,Tania
DSCN0265,94,6,Playa Pelonas,,arana,,,12,2022,dic-22,74.758,4,0,0,0,0,,Tania
DSCN0266,94,7,Playa Pelonas,,arana,,,12,2022,dic-22,474.040,14,0,0,1,0,,Tania
DSCN1109,91,1,Playa Pelonas,,arana,,,1,2023,ene-23,163.440,3,0,0,0,0,,Tania
DSCN1110,91,2,Playa Pelonas,,arana,,,1,2023,ene-23,142.406,4,0,0,0,0,,Tania
DSCN1111,91,3,Playa Pelonas,,arana,,,1,2023,ene-23,271.947,5,0,0,0,0,,Tania
DSCN1112,91,4,Playa Pelonas,,arana,,,1,2023,ene-23,222.901,7,0,0,0,0,,Tania
DSCN1113,91,5,Playa Pelonas,,arana,,,1,2023,ene-23,240.332,7,0,0,0,0,,Tania
DSCN1114,91,6,Playa Pelonas,,arana,,,1,2023,ene-23,135.296,4,0,0,0,0,,Tania
DSCN1115,91,7,Playa Pelonas,,arana,,,1,2023,ene-23,321.931,7,0,0,0,0,,Tania
DSCN1151,92,1,Playa Pelonas,,arana,,,1,2023,ene-23,585.272,8,0,0,0,0,,Tania
DSCN1152,92,2,Playa Pelonas,,arana,,,1,2023,ene-23,731.591,7,0,0,0,0,,Tania
DSCN1153,92,3,Playa Pelonas,,arana,,,1,2023,ene-23,457.888,5,0,0,0,0,,Tania
DSCN1154,92,4,Playa Pelonas,,arana,,,1,2023,ene-23,382.596,6,0,0,0,0,,Tania
DSCN1155,92,5,Playa Pelonas,,arana,,,1,2023,ene-23,571.381,8,0,0,0,0,,Tania
DSCN1156,92,6,Playa Pelonas,,arana,,,1,2023,ene-23,475.511,7,0,0,0,0,,Tania
DSCN1157,92,7,Playa Pelonas,,arana,,,1,2023,ene-23,1625.973,17,0,0,0,0,,Tania
DSCN1118,93,1,Playa Pelonas,,arana,,,1,2023,ene-23,203.222,5,0,0,0,0,,Tania
DSCN1119,93,2,Playa Pelonas,,arana,,,1,2023,ene-23,348.108,7,0,0,0,0,,Tania
DSCN1120,93,3,Playa Pelonas,,arana,,,1,2023,ene-23,281.178,7,0,0,0,0,,Tania
DSCN1121,93,4,Playa Pelonas,,arana,,,1,2023,ene-23,321.011,7,0,0,0,0,,Tania
DSCN1122,93,5,Playa Pelonas,,arana,,,1,2023,ene-23,394.631,4,0,0,0,0,,Tania
DSCN1123,93,6,Playa Pelonas,,arana,,,1,2023,ene-23,244.496,3,0,0,0,0,,Tania
DSCN1124,93,7,Playa Pelonas,,arana,,,1,2023,ene-23,947.993,15,0,0,0,0,,Tania
DSCN1142,94,1,Playa Pelonas,,arana,,,1,2023,ene-23,200.447,3,0,0,0,0,,Tania
DSCN1143,94,2,Playa Pelonas,,arana,,,1,2023,ene-23,94.085,3,0,0,0,0,,Tania
DSCN1144,94,3,Playa Pelonas,,arana,,,1,2023,ene-23,151.104,4,0,0,0,0,,Tania
DSCN1145,94,4,Playa Pelonas,,arana,,,1,2023,ene-23,155.242,4,0,0,0,0,,Tania
DSCN1146,94,5,Playa Pelonas,,arana,,,1,2023,ene-23,135.667,2,0,0,0,0,,Tania
DSCN1147,94,6,Playa Pelonas,,arana,,,1,2023,ene-23,124.080,3,0,0,0,0,"Hay uno que esta empezando a blanquearse, pero aún no",Tania
DSCN1148,94,7,Playa Pelonas,,arana,,,1,2023,ene-23,420.780,12,0,0,0,0,Repetida con la 1149,Tania
DSCN1733,91,1,Playa Pelonas,,arana,,,2,2023,feb-23,175.654,3,0,0,0,0,,Tania
DSCN1734,91,2,Playa Pelonas,,arana,,,2,2023,feb-23,151.755,3,0,0,0,2,,Tania
DSCN1735,91,3,Playa Pelonas,,arana,,,2,2023,feb-23,177.938,3,0,0,0,0,,Tania
DSCN1736,91,4,Playa Pelonas,,arana,,,2,2023,feb-23,287.011,6,0,0,0,0,,Tania
DSCN1737,91,5,Playa Pelonas,,arana,,,2,2023,feb-23,226.777,4,0,0,0,0,,Tania
DSCN1738,91,6,Playa Pelonas,,arana,,,2,2023,feb-23,148.254,5,0,0,0,0,,Tania
DSCN1739,91,7,Playa Pelonas,,arana,,,2,2023,feb-23,1239.182,10,0,0,0,1,,Tania
DSCN1757,92,1,Playa Pelonas,,arana,,,2,2023,feb-23,586.355,6,0,0,0,0,,Tania
DSCN1758,92,2,Playa Pelonas,,arana,,,2,2023,feb-23,521.637,6,0,0,0,0,,Tania
DSCN1759,92,3,Playa Pelonas,,arana,,,2,2023,feb-23,671.131,8,0,0,0,1,,Tania
DSCN1760,92,4,Playa Pelonas,,arana,,,2,2023,feb-23,452.485,6,0,0,0,0,,Tania
DSCN1761,92,5,Playa Pelonas,,arana,,,2,2023,feb-23,721.316,8,0,0,0,1,,Tania
DSCN1762,92,6,Playa Pelonas,,arana,,,2,2023,feb-23,560.254,3,0,0,0,0,,Tania
DSCN1763,92,7,Playa Pelonas,,arana,,,2,2023,feb-23,1370.075,11,0,0,0,2,,Tania
DSCN1741,93,1,Playa Pelonas,,arana,,,2,2023,feb-23,245.349,5,0,0,1,1,,Tania
DSCN1742,93,2,Playa Pelonas,,arana,,,2,2023,feb-23,320.761,7,0,0,1,0,,Tania
DSCN1743,93,3,Playa Pelonas,,arana,,,2,2023,feb-23,224.586,7,0,0,1,0,,Tania
DSCN1744,93,4,Playa Pelonas,,arana,,,2,2023,feb-23,279.714,6,0,0,0,0,,Tania
DSCN1745,93,5,Playa Pelonas,,arana,,,2,2023,feb-23,375.172,5,0,0,0,1,,Tania
DSCN1746,93,6,Playa Pelonas,,arana,,,2,2023,feb-23,299.890,3,0,0,0,0,,Tania
DSCN1747,93,7,Playa Pelonas,,arana,,,2,2023,feb-23,1195.271,13,0,0,0,0,,Tania
DSCN1765,94,1,Playa Pelonas,,arana,,,2,2023,feb-23,126.474,2,0,0,0,0,,Tania
DSCN1766,94,2,Playa Pelonas,,arana,,,2,2023,feb-23,109.898,3,0,0,0,0,,Tania
DSCN1767,94,3,Playa Pelonas,,arana,,,2,2023,feb-23,193.190,4,0,0,0,0,,Tania
DSCN1768,94,4,Playa Pelonas,,arana,,,2,2023,feb-23,187.554,3,0,0,0,0,,Tania
DSCN1769,94,5,Playa Pelonas,,arana,,,2,2023,feb-23,28.726,1,0,0,0,0,,Tania
DSCN1770,94,6,Playa Pelonas,,arana,,,2,2023,feb-23,125.414,4,0,0,1,0,,Tania
DSCN1771,94,7,Playa Pelonas,,arana,,,2,2023,feb-23,719.152,14,0,0,0,1,,Tania
DSCN2417,91,1,Playa Pelonas,,arana,,,3,2023,mar-23,237.903,3,0,1,0,0,,Tania
DSCN2418,91,2,Playa Pelonas,,arana,,,3,2023,mar-23,255.925,5,0,0,1,0,,Tania
DSCN2419,91,3,Playa Pelonas,,arana,,,3,2023,mar-23,176.184,3,0,0,0,0,,Tania
DSCN2420,91,4,Playa Pelonas,,arana,,,3,2023,mar-23,240.486,5,0,0,0,1,,Tania
DSCN2421,91,5,Playa Pelonas,,arana,,,3,2023,mar-23,445.555,5,0,0,0,0,,Tania
DSCN2422,91,6,Playa Pelonas,,arana,,,3,2023,mar-23,232.735,4,0,0,0,0,,Tania
DSCN2423,91,7,Playa Pelonas,,arana,,,3,2023,mar-23,1552.859,8,0,0,0,1,,Tania
DSCN2433,92,1,Playa Pelonas,,arana,,,3,2023,mar-23,734.699,8,0,0,0,0,,Tania
DSCN2434,92,2,Playa Pelonas,,arana,,,3,2023,mar-23,779.976,8,0,0,0,0,,Tania
DSCN2435,92,3,Playa Pelonas,,arana,,,3,2023,mar-23,668.901,5,0,0,0,0,,Tania
DSCN2436,92,4,Playa Pelonas,,arana,,,3,2023,mar-23,426.477,7,0,0,0,0,,Tania
DSCN2437,92,5,Playa Pelonas,,arana,,,3,2023,mar-23,524.632,6,0,0,0,0,,Tania
DSCN2438,92,6,Playa Pelonas,,arana,,,3,2023,mar-23,583.851,6,0,0,0,0,,Tania
DSCN2439,92,7,Playa Pelonas,,arana,,,3,2023,mar-23,1373.740,14,0,0,0,0,,Tania
DSCN2409,93,1,Playa Pelonas,,arana,,,3,2023,mar-23,309.593,6,0,0,0,0,,Tania
DSCN2410,93,2,Playa Pelonas,,arana,,,3,2023,mar-23,172.311,4,0,0,0,0,,Tania
DSCN2411,93,3,Playa Pelonas,,arana,,,3,2023,mar-23,340.405,7,0,0,0,0,,Tania
DSCN2412,93,4,Playa Pelonas,,arana,,,3,2023,mar-23,295.395,4,0,0,0,0,,Tania
DSCN2413,93,5,Playa Pelonas,,arana,,,3,2023,mar-23,512.100,5,0,0,0,0,,Tania
DSCN2414,93,6,Playa Pelonas,,arana,,,3,2023,mar-23,343.395,3,0,0,0,0,,Tania
DSCN2415,93,7,Playa Pelonas,,arana,,,3,2023,mar-23,989.756,13,0,0,0,0,,Tania
DSCN2441,94,1,Playa Pelonas,,arana,,,3,2023,mar-23,159.562,2,0,0,0,0,,Tania
DSCN2442,94,2,Playa Pelonas,,arana,,,3,2023,mar-23,123.834,3,0,0,0,0,,Tania
DSCN2443,94,3,Playa Pelonas,,arana,,,3,2023,mar-23,284.105,4,0,0,0,0,,Tania
DSCN2444,94,4,Playa Pelonas,,arana,,,3,2023,mar-23,182.728,3,0,0,1,0,,Tania
DSCN2445,94,5,Playa Pelonas,,arana,,,3,2023,mar-23,174.480,2,0,1,0,0,,Tania
DSCN2446,94,6,Playa Pelonas,,arana,,,3,2023,mar-23,74.801,2,0,0,0,0,,Tania
DSCN2447,94,7,Playa Pelonas,,arana,,,3,2023,mar-23,760.020,13,0,0,0,0,,Tania
DSCN3299,91,1,Playa Pelonas,,arana,,,4,2023,abr-23,233.233,3,0,0,0,0,,Tania
DSCN3300,91,2,Playa Pelonas,,arana,,,4,2023,abr-23,205.846,4,0,0,0,0,,Tania
DSCN3301,91,3,Playa Pelonas,,arana,,,4,2023,abr-23,182.123,4,0,0,0,0,,Tania
DSCN3302,91,4,Playa Pelonas,,arana,,,4,2023,abr-23,277.678,7,0,0,0,0,,Tania
DSCN3303,91,5,Playa Pelonas,,arana,,,4,2023,abr-23,214.067,5,0,0,0,0,,Tania
DSCN3304,91,6,Playa Pelonas,,arana,,,4,2023,abr-23,188.701,3,0,0,0,0,,Tania
DSCN3305,91,7,Playa Pelonas,,arana,,,4,2023,abr-23,1231.763,7,0,0,0,0,,Tania
DSCN3315,92,1,Playa Pelonas,,arana,,,4,2023,abr-23,866.879,8,0,0,0,0,,Tania
DSCN3316,92,2,Playa Pelonas,,arana,,,4,2023,abr-23,938.762,7,0,0,0,0,,Tania
DSCN3317,92,3,Playa Pelonas,,arana,,,4,2023,abr-23,714.811,8,0,1,0,0,,Tania
DSCN3318,92,4,Playa Pelonas,,arana,,,4,2023,abr-23,415.447,6,0,0,0,0,,Tania
DSCN3319,92,5,Playa Pelonas,,arana,,,4,2023,abr-23,696.371,6,0,0,0,0,,Tania
DSCN3320,92,6,Playa Pelonas,,arana,,,4,2023,abr-23,493.263,7,0,0,0,0,,Tania
DSCN3321,92,7,Playa Pelonas,,arana,,,4,2023,abr-23,1462.899,9,0,0,0,0,,Tania
DSCN3291,93,1,Playa Pelonas,,arana,,,4,2023,abr-23,280.934,6,0,0,1,0,,Tania
DSCN3292,93,2,Playa Pelonas,,arana,,,4,2023,abr-23,456.443,9,0,0,0,0,,Tania
DSCN3293,93,3,Playa Pelonas,,arana,,,4,2023,abr-23,362.456,8,0,0,0,0,,Tania
DSCN3294,93,4,Playa Pelonas,,arana,,,4,2023,abr-23,234.280,5,0,0,0,0,,Tania
DSCN3295,93,5,Playa Pelonas,,arana,,,4,2023,abr-23,278.665,4,0,0,0,0,,Tania
DSCN3296,93,6,Playa Pelonas,,arana,,,4,2023,abr-23,340.067,3,0,0,0,0,,Tania
DSCN3297,93,7,Playa Pelonas,,arana,,,4,2023,abr-23,914.466,12,0,0,0,0,,Tania
DSCN3323,94,1,Playa Pelonas,,arana,,,4,2023,abr-23,148.420,2,0,0,0,0,,Tania
DSCN3324,94,2,Playa Pelonas,,arana,,,4,2023,abr-23,138.550,4,0,0,0,0,,Tania
DSCN3325,94,3,Playa Pelonas,,arana,,,4,2023,abr-23,183.832,4,0,0,0,0,,Tania
DSCN3326,94,4,Playa Pelonas,,arana,,,4,2023,abr-23,179.818,3,0,1,0,0,,Tania
DSCN3327,94,5,Playa Pelonas,,arana,,,4,2023,abr-23,38.797,2,0,1,0,0,,Tania
DSCN3328,94,6,Playa Pelonas,,arana,,,4,2023,abr-23,35.589,2,0,0,0,0,,Tania
DSCN3329,94,7,Playa Pelonas,,arana,,,4,2023,abr-23,755.342,12,0,0,0,0,,Tania
DSCN0890,117,1,Playa Pelonas,,arana,,,7,2022,jul-23,234.184,11,0,0,0,0,,Tania
DSCN0891,117,2,Playa Pelonas,,arana,,,7,2022,jul-23,299.360,14,0,0,0,0,,Tania
DSCN0892,117,3,Playa Pelonas,,arana,,,7,2022,jul-23,233.557,12,0,0,0,0,,Tania
DSCN0893,117,4,Playa Pelonas,,arana,,,7,2022,jul-23,271.172,11,0,0,0,0,,Tania
DSCN0894,117,5,Playa Pelonas,,arana,,,7,2022,jul-23,291.229,16,0,0,0,0,,Tania
DSCN0895,117,6,Playa Pelonas,,arana,,,7,2022,jul-23,210.775,11,0,0,0,0,,Tania
DSCN0896,117,7,Playa Pelonas,,arana,,,7,2022,jul-23,391.743,25,0,0,0,0,,Tania
DSCN0898,119,1,Playa Pelonas,,arana,,,7,2022,jul-23,179.453,7,0,0,1,0,,Tania
DSCN0899,119,2,Playa Pelonas,,arana,,,7,2022,jul-23,103.768,10,0,0,0,0,,Tania
DSCN0900,119,3,Playa Pelonas,,arana,,,7,2022,jul-23,103.448,8,0,0,0,0,,Tania
DSCN0901,119,4,Playa Pelonas,,arana,,,7,2022,jul-23,142.127,6,0,0,0,0,,Tania
DSCN0902,119,5,Playa Pelonas,,arana,,,7,2022,jul-23,102.491,4,0,0,0,0,,Tania
DSCN0903,119,6,Playa Pelonas,,arana,,,7,2022,jul-23,113.472,9,0,0,0,0,,Tania
DSCN0904,119,7,Playa Pelonas,,arana,,,7,2022,jul-23,495.019,20,0,0,0,0,,Tania
DSCN1632,117,1,Playa Pelonas,,arana,,,8,2022,ago-23,481.677,15,0,0,0,0,,Tania
DSCN1633,117,2,Playa Pelonas,,arana,,,8,2022,ago-23,250.017,12,0,0,0,0,,Tania
DSCN1634,117,3,Playa Pelonas,,arana,,,8,2022,ago-23,229.896,14,0,0,0,0,,Tania
DSCN1635,117,4,Playa Pelonas,,arana,,,8,2022,ago-23,378.461,17,0,0,0,0,,Tania
DSCN1636,117,5,Playa Pelonas,,arana,,,8,2022,ago-23,304.554,12,1,0,0,0,,Tania
DSCN1637,117,6,Playa Pelonas,,arana,,,8,2022,ago-23,233.825,12,0,0,0,0,,Tania
DSCN1638,117,7,Playa Pelonas,,arana,,,8,2022,ago-23,569.064,21,0,0,0,0,,Tania
DSCN1658,119,1,Playa Pelonas,,arana,,,8,2022,ago-23,241.624,8,0,0,1,0,,Tania
DSCN1659,119,2,Playa Pelonas,,arana,,,8,2022,ago-23,175.001,10,0,0,0,0,,Tania
DSCN1660,119,3,Playa Pelonas,,arana,,,8,2022,ago-23,297.926,13,0,0,0,0,,Tania
DSCN1661,119,4,Playa Pelonas,,arana,,,8,2022,ago-23,189.911,7,0,0,0,0,,Tania
DSCN1662,119,5,Playa Pelonas,,arana,,,8,2022,ago-23,131.433,6,0,0,0,0,,Tania
DSCN1663,119,6,Playa Pelonas,,arana,,,8,2022,ago-23,163.859,7,0,0,0,0,,Tania
DSCN1665,119,7,Playa Pelonas,,arana,,,8,2022,ago-23,393.303,16,0,0,0,0,,Tania
DSCN8825,117,1,Playa Pelonas,,arana,,,9,2022,sep-23,341.601,10,0,0,0,0,,Tania
DSCN8826,117,2,Playa Pelonas,,arana,,,9,2022,sep-23,289.173,12,0,0,0,0,,Tania
DSCN8827,117,3,Playa Pelonas,,arana,,,9,2022,sep-23,301.586,11,0,0,0,0,,Tania
DSCN8828,117,4,Playa Pelonas,,arana,,,9,2022,sep-23,388.932,12,0,0,0,0,,Tania
DSCN8829,117,5,Playa Pelonas,,arana,,,9,2022,sep-23,363.462,13,0,1,0,0,,Tania
DSCN8830,117,6,Playa Pelonas,,arana,,,9,2022,sep-23,249.639,11,0,0,0,0,,Tania
DSCN8831,117,7,Playa Pelonas,,arana,,,9,2022,sep-23,701.884,24,0,0,0,0,,Tania
DSCN8816,119,1,Playa Pelonas,,arana,,,9,2022,sep-23,220.612,7,0,0,1,0,,Tania
DSCN8817,119,2,Playa Pelonas,,arana,,,9,2022,sep-23,133.202,5,0,0,0,0,,Tania
DSCN8819,119,3,Playa Pelonas,,arana,,,9,2022,sep-23,132.433,7,0,0,0,0,,Tania
DSCN8820,119,4,Playa Pelonas,,arana,,,9,2022,sep-23,187.184,7,0,0,0,0,,Tania
DSCN8821,119,5,Playa Pelonas,,arana,,,9,2022,sep-23,168.949,6,0,0,0,0,,Tania
DSCN8822,119,6,Playa Pelonas,,arana,,,9,2022,sep-23,150.798,7,0,0,0,0,,Tania
DSCN8823,119,7,Playa Pelonas,,arana,,,9,2022,sep-23,727.874,21,0,0,0,0,,Tania
P5240136,91,1,Playa Pelonas,,arana,,,5,2023,may-23,238.782,3,0,0,0,0,,Tania
P5240137,91,2,Playa Pelonas,,arana,,,5,2023,may-23,148.017,3,0,1,1,0,,Tania
P5240138,91,3,Playa Pelonas,,arana,,,5,2023,may-23,105.844,3,0,1,0,0,,Tania
P5240139,91,4,Playa Pelonas,,arana,,,5,2023,may-23,289.521,6,0,1,0,0,,Tania
P5240140,91,5,Playa Pelonas,,arana,,,5,2023,may-23,253.981,3,0,0,0,0,,Tania
P5240141,91,6,Playa Pelonas,,arana,,,5,2023,may-23,134.171,2,0,0,1,0,,Tania
P5240142,91,7,Playa Pelonas,,arana,,,5,2023,may-23,896.918,11,0,0,0,0,,Tania
P5240094,92,1,Playa Pelonas,,arana,,,5,2023,may-23,740.099,8,0,0,0,0,Repetida con 95,Tania
P5240096,92,2,Playa Pelonas,,arana,,,5,2023,may-23,605.803,6,0,1,0,0,,Tania
P5240097,92,3,Playa Pelonas,,arana,,,5,2023,may-23,597.341,6,0,1,0,0,,Tania
P5240098,92,4,Playa Pelonas,,arana,,,5,2023,may-23,398.184,4,0,0,0,0,,Tania
P5240099,92,5,Playa Pelonas,,arana,,,5,2023,may-23,597.005,6,0,1,0,0,,Tania
P5240100,92,6,Playa Pelonas,,arana,,,5,2023,may-23,515.794,6,0,0,0,0,Repetida con 101,Tania
P5240102,92,7,Playa Pelonas,,arana,,,5,2023,may-23,1148.329,11,0,1,0,0,,Tania
